movieId,title,genresV
86721,idiots and angels,0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0
86725,we are what,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
86750,robber the der,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
86781,incendies,1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
86815,soul surfer,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
86817,something borrowed,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
86833,bridesmaids,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
86835,priest,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
86852,beaver the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
86860,black fury,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
86864,mothra mosura,0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
86880,pirates of the,0|0|1|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
86882,midnight in paris,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
86884,kid with a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
86892,the man from,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
86896,jewel robbery,0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
86898,tree of life,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
86911,hangover part ii,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
86931,this above all,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
86941,double take,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
86973,john rabe,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
86990,clairvoyant the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
87004,pina,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
87028,roommate the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
87040,housemaid the hanyo,0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
87079,trust,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
87096,group sex,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87115,speed of thought,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
87166,stolen stolen lives,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
87179,sisters the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87181,double hour the,1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
87192,attack the block,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
87197,let the bullets,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
87210,wake,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
87222,kung fu panda,0|0|1|0|0|0|0|0|0|0|1|0|1|1|0|1|0|1|0|0
87232,x men first,0|0|0|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0
87234,submarine,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
87260,raffles,0|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|1|0
87270,other woman the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87298,everything must go,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
87302,red white blue,1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87304,beginners,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87306,super,1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
87314,lottery ticket,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87405,daydream nation,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87430,green lantern,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
87469,cinema verite,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87471,yoo hoo mrs,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
87483,mr popper s,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87485,bad teacher,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87520,transformers dark of,0|0|1|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0
87522,larry crowne,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
87529,your highness,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
87547,hand gun,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
87558,when ladies meet,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87660,too big to,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87785,takers,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
87867,zookeeper,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
87869,horrible bosses,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
87876,cars,0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|0
87911,i am you,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
87921,ward the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
87930,page one inside,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
87971,anton chekhov s,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87973,betrayed the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
87975,burn notice the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
88005,laws of gravity,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88042,cornered,0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0
88094,upside down the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
88118,perfect host the,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
88125,harry potter and,1|0|1|0|0|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0
88127,conan o brien,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
88129,drive,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0
88131,love crime crime,1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
88140,captain america the,0|0|0|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0
88163,crazy stupid love,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
88179,one day,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88235,guard the,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
88237,griff the invisible,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
88248,quarantine terminal,1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88278,phantom,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
88356,smurfs the,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0
88405,friends with benefits,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88515,blitz,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
88566,mysteries of lisbon,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88593,yellow sea the,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
88595,temptress the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88599,come undone cosa,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88640,rapt,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88646,cairo station a,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
88672,our idiot brother,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88744,rise of the,0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
88746,terri,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88785,change up the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88810,help the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88812,minutes or less,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0
88818,bulldog drummond,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
88837,trotsky the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88839,anthony zimmer,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
88886,blues harp,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
88901,bulli cooking in,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
88932,final destination,0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
88934,lovely still,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88950,conspirator the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88954,very harold kumar,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
88991,queen to play,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89000,carancho,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
89028,don t be,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89030,fright night,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
89039,another earth,0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89045,rocky vi,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
89047,hesher,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89060,cold prey fritt,1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
89072,stake land,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89074,greatest movie ever,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
89085,debt the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
89087,colombiana,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
89090,bill cunningham new,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
89102,freakonomics,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
89118,skin i live,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89139,lodger the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
89162,phil ochs there,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
89164,good neighbours a,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
89170,winning season the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
89190,conan the barbarian,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
89203,magic trip,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
89260,project nim,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
89302,page eight,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
89305,inbetweeners movie the,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
89343,red state,0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
89369,better life a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89388,i don t,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
89470,contagion,0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89472,we have a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89480,sleeping beauty,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89490,straw dogs,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89492,moneyball,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89506,appeared the aparecidos,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89535,havre le,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
89582,cold fish tsumetai,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
89629,point blank bout,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
89638,nothing personal,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89722,horrible way to,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89745,avengers the,0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
89747,taxi,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
89753,tinker tailor soldier,0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|0
89759,separation a jodaeiye,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89761,dangerous method a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
89767,my name is,1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89774,warrior,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89780,sherlock holmes,1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89804,ides of march,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89837,kill list,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
89840,killer elite,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
89844,dukes the,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
89862,bellflower,0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
89864,,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
89877,main street,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89900,once upon a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
89904,the artist,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
89945,blinkytm,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89965,song of the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90057,take shelter,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90090,game of death,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90249,real steel,0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
90266,buck,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90341,catching hell,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90343,footloose,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0
90345,thing the,1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
90353,beautiful boy,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90357,tyrannosaur,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90371,killer is loose,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
90374,martha marcy may,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
90376,we need to,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
90378,tabloid,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90384,behind enemy lines,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0
90403,three musketeers the,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
90405,in time,0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
90413,oranges and sunshine,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90421,brighton rock,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
90428,margaret,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90430,carnage,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
90434,assassination games,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
90439,margin call,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
90474,polisse,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
90522,johnny english reborn,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0
90524,abduction,1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
90528,this must be,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
90531,shame,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90574,nora s will,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
90576,what s your,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
90578,dream house,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
90592,how to die,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
90600,headhunters hodejegerne,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
90603,batman year one,0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0
90620,mulan,0|1|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
90624,machine gun preacher,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
90645,anonymous,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90647,puss in boots,0|0|1|0|0|0|0|0|1|0|1|0|1|0|0|1|0|0|0|0
90717,tower heist,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0
90719,j edgar,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90738,double the,1|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
90746,adventures of tintin,1|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0
90751,son of no,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
90753,undertow contracorriente,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90809,tomboy,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90817,cobra woman,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
90863,george harrison living,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90866,hugo,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
90868,higher ground,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90870,trespass,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
90888,immortals,0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0
90890,jack and jill,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
90899,people vs george,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90916,setup set up,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
90929,house of tolerance,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90933,deep blue sea,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90939,the prophecy,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
90943,into the abyss,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
90947,oslo august st,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91007,i want to,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91010,another happy day,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91026,fright,0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
91031,wichita,0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
91035,wuthering heights,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91037,from beyond the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
91077,descendants the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
91079,like crazy,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91094,muppets the,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0
91104,twilight saga breaking,0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0
91126,war horse,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
91128,rum diary the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0
91134,my week with,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91137,stanley and livingstone,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
91273,bunraku,0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0
91290,sarah s key,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91325,extremely loud and,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91355,asterix and the,0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|1|0|1|0|0
91360,sing your song,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
91362,rings on her,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
91371,rampart,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
91414,arthur christmas,0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|1|0|0
91416,miss bala,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
91474,flypaper,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
91483,bullet to the,0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0
91485,expendables the,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
91500,hunger games the,0|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
91505,clone womb,0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91529,dark knight rises,0|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0
91535,bourne legacy the,0|0|1|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
91540,i melt with,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91542,sherlock holmes a,1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|1|0
91571,coriolanus,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
91622,young adult,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
91628,new year s,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
91630,mission impossible ghost,0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
91653,we bought a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
91658,girl with the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
91660,darkest hour the,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
91673,albert nobbs,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91681,julia s eyes,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
91694,intruders,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
91697,pitfall,0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
91707,in the land,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
91727,toast of new,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0
91784,girl walks into,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0
91808,pariah,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91831,devil inside the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
91842,contraband,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
91888,chico rita,0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0
91890,iron lady the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91902,elena,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91947,revenant the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
91952,mill and the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91954,one trick pony,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
91974,underworld awakening,0|0|1|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0
91976,grey the,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
91978,man on a,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
92008,haywire,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
92048,whistleblower the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
92058,human centipede ii,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92102,buona sera mrs,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
92152,turn me on,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
92184,christmas evil a,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
92192,apollo,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
92198,seeking justice,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
92214,poseidon adventure the,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
92234,red tails,0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0
